"HostName","URI","Author","Date","LogonType","State","UserId","Actions","Triggers","LastRunTime","LastTaskResult","NextRunTime","NumberOfMissedRuns","Error"
"DC-SRV01","\Microsoft\Windows\UpdateOrchestrator\Schedule Scan Static Task","Microsoft Corporation",,"Local Service/System or Network Service","Enabled","SYSTEM","{'Arguments':'StartScan','Execute':'%systemroot%\\system32\\usoclient.exe'}","[{'Enabled':true,'Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Repetition':{'StopAtDurationEnd':false},'Subscription':'\u003cQueryList\u003e\u003cQuery Id=\'0\' Path=\'System\'\u003e\u003cSelect Path=\'System\'\u003e*[System[EventID=8202]]\u003c/Select\u003e\u003c/Query\u003e\u003c/QueryList\u003e'}]","11/11/2024 1:49:49 PM","0",,"0",
"DC-SRV01","\Microsoft\Windows\UpdateOrchestrator\Schedule Wake To Work",,,"Local Service/System or Network Service","Disabled","SYSTEM","{'Arguments':'StartWork','Execute':'%systemroot%\\system32\\usoclient.exe'}","[]","11/30/1999 12:00:00 AM","267011",,"0",
"DC-SRV01","\Microsoft\Windows\UpdateOrchestrator\Schedule Work",,,"Local Service/System or Network Service","Disabled","SYSTEM","{'Arguments':'StartWork','Execute':'%systemroot%\\system32\\usoclient.exe'}","{'Enabled':true,'Repetition':{'StopAtDurationEnd':false},'StartBoundary':'2023-10-06T23:17:30-08:00'}","10/17/2023 6:44:44 AM","0",,"0",
"DC-SRV01","\Microsoft\Windows\UpdateOrchestrator\USO_UxBroker","Microsoft Corporation",,"Local Service/System or Network Service","Enabled","SYSTEM","{'Execute':'%systemroot%\\system32\\MusNotification.exe'}","[{'Enabled':true,'Repetition':{'StopAtDurationEnd':false}},{'DaysInterval':1,'Enabled':true,'RandomDelay':'P1D','Repetition':{'StopAtDurationEnd':false},'StartBoundary':'2000-01-01T03:00:00'}]","11/15/2024 2:29:29 AM","0","11/15/2024 1:37:37 PM","0",
"DC-SRV01","\Microsoft\Windows\UpdateOrchestrator\UUS Failover Task","$(@%systemRoot%\system32\update\uusbrain.dll,-101)",,"Local Service/System or Network Service","Enabled","SYSTEM","{'Execute':'%systemroot%\\system32\\failover.exe'}","{'Enabled':true,'Repetition':{'StopAtDurationEnd':false}}","11/30/1999 12:00:00 AM","267011",,"0",
"DC-SRV01","\Microsoft\Windows\UPnP\UPnPHostConfig","Microsoft",,"Local Service/System or Network Service","Disabled","SYSTEM","{'Arguments':'config upnphost start= auto','Execute':'sc.exe'}","[]","11/30/1999 12:00:00 AM","267011",,"0",
"DC-SRV01","\Microsoft\Windows\User Profile Service\HiveUploadTask","Microsoft Corporation",,"Local Service/System or Network Service","Disabled","SYSTEM","{'ClassId':'{BA677074-762C-444B-94C8-8C83F93F6605}'}","{'Enabled':true,'RandomDelay':'PT1H','Repetition':{'Interval':'PT12H','StopAtDurationEnd':false},'StartBoundary':'2007-08-28T00:00:00'}","11/30/1999 12:00:00 AM","267011","11/15/2024 12:13:13 PM","0",
"DC-SRV01","\Microsoft\Windows\WaaSMedic\PerformRemediation","Microsoft Corporation",,"Local Service/System or Network Service","Disabled","SYSTEM","{'ClassId':'{72566E27-1ABB-4EB3-B4F0-EB431CB1CB32}','Data':'None'}","{'Enabled':true,'RandomDelay':'PT4H','Repetition':{'Interval':'P7D','StopAtDurationEnd':false},'StartBoundary':'2000-10-15T03:00:00'}","11/30/1999 12:00:00 AM","267011","11/17/2024 6:18:18 AM","0",
"DC-SRV01","\Microsoft\Windows\WDI\ResolutionHost","Microsoft Corporation",,"Group","Enabled",,"{'ClassId':'{900BE39D-6BE8-461A-BC4D-B0FA71F5ECB1}'}","[]","11/11/2024 11:55:55 AM","267009",,"0",
"DC-SRV01","\Microsoft\Windows\Windows Error Reporting\QueueReporting","Microsoft Corporation",,"Local Service/System or Network Service","Enabled","SYSTEM","{'Arguments':'-upload','Execute':'%windir%\\system32\\wermgr.exe'}","[{'Delay':'PT3M','Enabled':true,'Id':'QueueReportingBootTrigger','Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Id':'QueueReportingWnfTrigger','Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Id':'QueueReportingFreeNetworkTrigger','Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Id':'QueueReportingACPowerTrigger','Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Id':'QueueReportingTimeTrigger','RandomDelay':'PT1H','Repetition':{'Interval':'PT4H','StopAtDurationEnd':false},'StartBoundary':'2014-12-31T16:00:00-08:00'}]","11/15/2024 2:29:29 AM","0","11/15/2024 4:37:37 AM","0",
"DC-SRV01","\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange","Microsoft Corporation",,"Local Service/System or Network Service","Enabled","SYSTEM","{'Arguments':'bfe.dll,BfeOnServiceStartTypeChange','Execute':'%windir%\\system32\\rundll32.exe'}","{'Enabled':true,'Id':'06688f40-e0af-4efa-8a89-2617bd993d71','Repetition':{'StopAtDurationEnd':false},'Subscription':'\u003cQueryList\u003e\u003cQuery Id=\'0\' Path=\'System\'\u003e\u003cSelect Path=\'System\'\u003e*/System/Provider[@Name=\u0027Service Control Manager\u0027] and */System/EventID=\u00277040\u0027 and */EventData/Data[@Name=\u0027param4\u0027]=\u0027BFE\u0027\u003c/Select\u003e\u003c/Query\u003e\u003c/QueryList\u003e'}","11/30/1999 12:00:00 AM","267011",,"0",
"DC-SRV01","\Microsoft\Windows\Windows Media Sharing\UpdateLibrary","Microsoft Corporation",,"Group","Enabled",,"{'Execute':'\'%ProgramFiles%\\Windows Media Player\\wmpnscfg.exe\''}","{'Enabled':true,'Repetition':{'StopAtDurationEnd':false},'Subscription':'\u003cQueryList\u003e\n              \u003cQuery\n                  Id=\'0\'\n                  Path=\'System\'\n                  \u003e\n                \u003cSelect Path=\'System\'\u003e*[System[Provider[@Name=\u0027Microsoft-Windows-WMPNSS-Service\u0027] and (EventID=14210)]]\u003c/Select\u003e\n              \u003c/Query\u003e\n            \u003c/QueryList\u003e'}","11/30/1999 12:00:00 AM","267011",,"0",
"DC-SRV01","\Microsoft\Windows\WindowsColorSystem\Calibration Loader","Microsoft Corporation",,"Group","Enabled",,"{'ClassId':'{B210D694-C8DF-490D-9576-9E20CDBC20BD}'}","[{'Enabled':true,'Id':'C3B270C8-8291-4326-92F6-2FF65DE39010','Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Id':'79B8DA54-F688-4a18-B2D4-7AA891A193E8','Repetition':{'StopAtDurationEnd':false},'StateChange':1}]","11/11/2024 11:45:45 AM","0",,"0",
"DC-SRV01","\Microsoft\Windows\WindowsUpdate\Scheduled Start","Microsoft Corporation.",,"Local Service/System or Network Service","Enabled","SYSTEM","{'Arguments':'start wuauserv','Execute':'C:\\Windows\\system32\\sc.exe'}","[{'Enabled':true,'RandomDelay':'PT1M','Repetition':{'StopAtDurationEnd':false},'StartBoundary':'2024-11-12T01:17:06-08:00'},{'Enabled':false,'Repetition':{'StopAtDurationEnd':false},'StateChange':2},{'Enabled':false,'Repetition':{'StopAtDurationEnd':false},'StateChange':4},{'Enabled':false,'Repetition':{'StopAtDurationEnd':false}}]","11/15/2024 2:29:29 AM","0",,"0",
"DC-SRV01","\Microsoft\Windows\Wininet\CacheTask","Microsoft",,"Group","Enabled",,"{'ClassId':'{0358B920-0AC7-461F-98F4-58E32CD89148}'}","{'Enabled':true,'Repetition':{'StopAtDurationEnd':false}}","11/11/2024 11:45:45 AM","267009",,"0",
"DC-SRV01","\Microsoft\Windows\Workplace Join\Automatic-Device-Join",,,"Local Service/System or Network Service","Enabled","SYSTEM","{'Arguments':'$(Arg0) $(Arg1) $(Arg2)','Execute':'%SystemRoot%\\System32\\dsregcmd.exe'}","[{'Delay':'PT1M','Enabled':true,'Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Repetition':{'Duration':'P1D','Interval':'PT1H','StopAtDurationEnd':false},'Subscription':'\u003cQueryList\u003e\u003cQuery Id=\'0\' Path=\'Microsoft-Windows-User Device Registration/Admin\'\u003e\u003cSelect Path=\'Microsoft-Windows-User Device Registration/Admin\'\u003e*[System[Provider[@Name=\u0027Microsoft-Windows-User Device Registration\u0027] and EventID=4096]]\u003c/Select\u003e\u003c/Query\u003e\u003c/QueryList\u003e'}]","11/15/2024 2:29:29 AM","1",,"0",
"DC-SRV01","\Microsoft\Windows\Workplace Join\Device-Sync","Microsoft Corporation",,"Local Service/System or Network Service","Disabled","SYSTEM","{'ClassId':'{C662D912-E4D6-44A3-89A0-20550514951D}','Data':'DeviceUpdate'}","{'Enabled':true,'Id':'DeviceUpdate','Repetition':{'StopAtDurationEnd':false}}","11/30/1999 12:00:00 AM","267011",,"0",
"DC-SRV01","\Microsoft\Windows\Workplace Join\Recovery-Check",,,"Group","Disabled",,"{'Arguments':'/checkrecovery','Execute':'%SystemRoot%\\System32\\dsregcmd.exe'}","[{'Enabled':true,'Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Repetition':{'StopAtDurationEnd':false},'StateChange':7}]","11/30/1999 12:00:00 AM","267011",,"0",
"DC-SRV01","\Microsoft\Windows\WwanSvc\OobeDiscovery",,,"Local Service/System or Network Service","Enabled","SYSTEM","{'ClassId':'{C93CF9D5-031B-4AAA-AB0B-EF802347B381}'}","[{'Enabled':true,'Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Repetition':{'StopAtDurationEnd':false}},{'Enabled':true,'Repetition':{'StopAtDurationEnd':false}}]","10/23/2024 6:44:44 AM","0",,"0",
