"HostName","TimeCreated","TargetName","Direction","ProcessId","ProcessName","Identity","Error"
"DC-SRV01",,,,,,,"List outgoing NTLM authentication traffic that would be blocked from the last 24h - >Get-WinEvent< not supported | Err: Exception calling ""Invoke"" with ""1"" argument(s): ""The running command stopped because the preference variable ""ErrorActionPreference"" or common parameter is set to Stop: No events were found that match the specified selection criteria."""
