"HostName","AppID","AppName","UserSID","UserName","ACL","Service","RunAs","Error"
"DC-SRV01","{00021401-0000-0000-C000-000000000046}",,"S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{00021401-0000-0000-C000-000000000046}",,"S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{00021401-0000-0000-C000-000000000046}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Local Launch",,,
"DC-SRV01","{00021401-0000-0000-C000-000000000046}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Remote Launch",,,
"DC-SRV01","{00021401-0000-0000-C000-000000000046}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Launch",,,
"DC-SRV01","{00021401-0000-0000-C000-000000000046}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Remote Launch",,,
"DC-SRV01","{00021401-0000-0000-C000-000000000046}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Activation",,,
"DC-SRV01","{00021401-0000-0000-C000-000000000046}",,"S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Launch",,,
"DC-SRV01","{00021401-0000-0000-C000-000000000046}",,"S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Launch",,,
"DC-SRV01","{01419581-4d63-4d43-ac26-6e2fc976c1f3}","TabTip","S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{01419581-4d63-4d43-ac26-6e2fc976c1f3}","TabTip","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{01419581-4d63-4d43-ac26-6e2fc976c1f3}","TabTip","S-1-1-0","Everyone","LaunchPermission - Local Launch",,,
"DC-SRV01","{01419581-4d63-4d43-ac26-6e2fc976c1f3}","TabTip","S-1-1-0","Everyone","LaunchPermission - Remote Launch",,,
"DC-SRV01","{01419581-4d63-4d43-ac26-6e2fc976c1f3}","TabTip","S-1-1-0","Everyone","LaunchPermission - Remote Activation",,,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-32-544","BUILTIN\Administrators","Owner","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-32-544","BUILTIN\Administrators","Group","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-1-0","Everyone","LaunchPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-1-0","Everyone","LaunchPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-1-0","Everyone","LaunchPermission - Remote Activation","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Activation","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Activation","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Activation","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Access","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","LaunchPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","LaunchPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","LaunchPermission - Remote Activation","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","LaunchPermission - Remote Access","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-3-3215430884-1339816292-89257616-1145831019","?","LaunchPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-3-3215430884-1339816292-89257616-1145831019","?","LaunchPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-3-3215430884-1339816292-89257616-1145831019","?","LaunchPermission - Remote Activation","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","LaunchPermission - Remote Activation","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-32-544","BUILTIN\Administrators","Owner","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-32-544","BUILTIN\Administrators","Group","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-1-0","Everyone","AccessPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-1-0","Everyone","AccessPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-32-544","BUILTIN\Administrators","AccessPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-32-544","BUILTIN\Administrators","AccessPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-4","NT AUTHORITY\INTERACTIVE","AccessPermission - Remote Access","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","AccessPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","AccessPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","AccessPermission - Remote Access","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-3-3215430884-1339816292-89257616-1145831019","?","AccessPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-15-3-3215430884-1339816292-89257616-1145831019","?","AccessPermission - Remote Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","AccessPermission - Local Launch","lfsvc",,
"DC-SRV01","{020FB939-2C8B-4DB7-9E90-9527966E38E5}","lfsvc","S-1-5-19","NT AUTHORITY\LOCAL SERVICE","AccessPermission - Remote Launch","lfsvc",,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Activation",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Activation",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Activation",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Access",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-559","BUILTIN\Performance Log Users","LaunchPermission - Local Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-559","BUILTIN\Performance Log Users","LaunchPermission - Remote Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-559","BUILTIN\Performance Log Users","LaunchPermission - Local Activation",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-559","BUILTIN\Performance Log Users","LaunchPermission - Remote Activation",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-559","BUILTIN\Performance Log Users","LaunchPermission - Local Access",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","AccessPermission - Local Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","AccessPermission - Remote Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-544","BUILTIN\Administrators","AccessPermission - Local Activation",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-559","BUILTIN\Performance Log Users","AccessPermission - Local Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-559","BUILTIN\Performance Log Users","AccessPermission - Remote Launch",,,
"DC-SRV01","{03837503-098b-11d8-9414-505054503030}","PLA","S-1-5-32-559","BUILTIN\Performance Log Users","AccessPermission - Local Activation",,,
"DC-SRV01","{03E09F3B-DCE4-44FE-A9CF-82D050827E1C}",,"S-1-5-10","NT AUTHORITY\SELF","Owner","AudioSrv",,
"DC-SRV01","{03E09F3B-DCE4-44FE-A9CF-82D050827E1C}",,"S-1-5-32-545","BUILTIN\Users","Group","AudioSrv",,
"DC-SRV01","{03E09F3B-DCE4-44FE-A9CF-82D050827E1C}",,"S-1-1-0","Everyone","LaunchPermission - Local Launch","AudioSrv",,
"DC-SRV01","{03E09F3B-DCE4-44FE-A9CF-82D050827E1C}",,"S-1-1-0","Everyone","LaunchPermission - Remote Activation","AudioSrv",,
"DC-SRV01","{046AEAD9-5A27-4D3C-8A67-F82552E0A91B}","DevicesFlowExperienceFlow","S-1-5-32-544","BUILTIN\Administrators","Owner",,"Interactive User",
"DC-SRV01","{046AEAD9-5A27-4D3C-8A67-F82552E0A91B}","DevicesFlowExperienceFlow","S-1-5-32-544","BUILTIN\Administrators","Group",,"Interactive User",
"DC-SRV01","{046AEAD9-5A27-4D3C-8A67-F82552E0A91B}","DevicesFlowExperienceFlow","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Launch",,"Interactive User",
"DC-SRV01","{046AEAD9-5A27-4D3C-8A67-F82552E0A91B}","DevicesFlowExperienceFlow","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Launch",,"Interactive User",
"DC-SRV01","{046AEAD9-5A27-4D3C-8A67-F82552E0A91B}","DevicesFlowExperienceFlow","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Activation",,"Interactive User",
"DC-SRV01","{046AEAD9-5A27-4D3C-8A67-F82552E0A91B}","DevicesFlowExperienceFlow","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Launch",,"Interactive User",
"DC-SRV01","{046AEAD9-5A27-4D3C-8A67-F82552E0A91B}","DevicesFlowExperienceFlow","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Launch",,"Interactive User",
"DC-SRV01","{046AEAD9-5A27-4D3C-8A67-F82552E0A91B}","DevicesFlowExperienceFlow","S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Activation",,"Interactive User",
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-5-11","NT AUTHORITY\Authenticated Users","LaunchPermission - Local Launch",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-5-11","NT AUTHORITY\Authenticated Users","LaunchPermission - Remote Launch",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-5-11","NT AUTHORITY\Authenticated Users","LaunchPermission - Remote Activation",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","LaunchPermission - Local Launch",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","LaunchPermission - Remote Launch",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","LaunchPermission - Remote Activation",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-5-32-544","BUILTIN\Administrators","Owner",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-5-32-544","BUILTIN\Administrators","Group",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-5-11","NT AUTHORITY\Authenticated Users","AccessPermission - Local Launch",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-5-11","NT AUTHORITY\Authenticated Users","AccessPermission - Remote Launch",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-5-11","NT AUTHORITY\Authenticated Users","AccessPermission - Remote Activation",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","AccessPermission - Local Launch",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","AccessPermission - Remote Launch",,,
"DC-SRV01","{0771f7af-8de6-4bce-9528-2d4a12cb8168}","OOBE Bio Enrollment","S-1-15-2-1","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","AccessPermission - Remote Activation",,,
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-5-32-544","BUILTIN\Administrators","Owner",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-5-32-544","BUILTIN\Administrators","Group",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-1-0","Everyone","LaunchPermission - Local Launch",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-1-0","Everyone","LaunchPermission - Remote Launch",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-1-0","Everyone","LaunchPermission - Local Activation",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-1-0","Everyone","LaunchPermission - Remote Activation",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-1-0","Everyone","LaunchPermission - Local Access",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-5-32-544","BUILTIN\Administrators","Owner",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-5-32-544","BUILTIN\Administrators","Group",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Launch",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Remote Launch",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Activation",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Launch",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Launch",,"Interactive User",
"DC-SRV01","{0868DC9B-D9A2-4f64-9362-133CEA201299}","sppui","S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Activation",,"Interactive User",
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-32-544","BUILTIN\Administrators","Owner","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-32-544","BUILTIN\Administrators","Group","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Local Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-18","NT AUTHORITY\SYSTEM","LaunchPermission - Remote Activation","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-20","NT AUTHORITY\NETWORK SERVICE","LaunchPermission - Local Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-20","NT AUTHORITY\NETWORK SERVICE","LaunchPermission - Remote Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-20","NT AUTHORITY\NETWORK SERVICE","LaunchPermission - Remote Activation","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Local Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-32-544","BUILTIN\Administrators","LaunchPermission - Remote Activation","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Activation","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-32-544","BUILTIN\Administrators","Owner","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-32-544","BUILTIN\Administrators","Group","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-20","NT AUTHORITY\NETWORK SERVICE","AccessPermission - Local Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-20","NT AUTHORITY\NETWORK SERVICE","AccessPermission - Remote Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Remote Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-10","NT AUTHORITY\SELF","AccessPermission - Local Activation","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Local Launch","EapHost ",,
"DC-SRV01","{0A886F29-465A-4aea-8B8E-BE926BFAE83E}",,"S-1-5-18","NT AUTHORITY\SYSTEM","AccessPermission - Remote Launch","EapHost ",,
"DC-SRV01","{0B15AFD8-3A99-4A6E-9975-30D66F70BD94}","AxInstSv","S-1-5-32-544","BUILTIN\Administrators","Owner","AxInstSv",,
"DC-SRV01","{0B15AFD8-3A99-4A6E-9975-30D66F70BD94}","AxInstSv","S-1-5-32-544","BUILTIN\Administrators","Group","AxInstSv",,
"DC-SRV01","{0B15AFD8-3A99-4A6E-9975-30D66F70BD94}","AxInstSv","S-1-1-0","Everyone","LaunchPermission - Local Launch","AxInstSv",,
"DC-SRV01","{0B15AFD8-3A99-4A6E-9975-30D66F70BD94}","AxInstSv","S-1-1-0","Everyone","LaunchPermission - Remote Launch","AxInstSv",,
"DC-SRV01","{0B15AFD8-3A99-4A6E-9975-30D66F70BD94}","AxInstSv","S-1-1-0","Everyone","LaunchPermission - Remote Activation","AxInstSv",,
"DC-SRV01","{0B15AFD8-3A99-4A6E-9975-30D66F70BD94}","AxInstSv","S-1-15-3-4096","?","LaunchPermission - Local Launch","AxInstSv",,
"DC-SRV01","{0B15AFD8-3A99-4A6E-9975-30D66F70BD94}","AxInstSv","S-1-15-3-4096","?","LaunchPermission - Remote Launch","AxInstSv",,
"DC-SRV01","{0B15AFD8-3A99-4A6E-9975-30D66F70BD94}","AxInstSv","S-1-15-3-4096","?","LaunchPermission - Remote Activation","AxInstSv",,
"DC-SRV01","{0B789C73-D8DA-416D-B665-C1603676CEB1}","MainController App ID","S-1-5-32-544","BUILTIN\Administrators","Owner","WpnUserService",,
"DC-SRV01","{0B789C73-D8DA-416D-B665-C1603676CEB1}","MainController App ID","S-1-5-32-544","BUILTIN\Administrators","Group","WpnUserService",,
"DC-SRV01","{0B789C73-D8DA-416D-B665-C1603676CEB1}","MainController App ID","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Local Launch","WpnUserService",,
"DC-SRV01","{0B789C73-D8DA-416D-B665-C1603676CEB1}","MainController App ID","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Launch","WpnUserService",,
"DC-SRV01","{0B789C73-D8DA-416D-B665-C1603676CEB1}","MainController App ID","S-1-5-4","NT AUTHORITY\INTERACTIVE","LaunchPermission - Remote Activation","WpnUserService",,
